description,cpv
gamma ray spectroscopy logging services,71000000#76000000
geochemical nuclear logging services,71000000#76000000
well imaging services,71000000#76000000
magnetic resonance logging services,71000000#76000000
microresistivity logging services,71000000#76000000
neutron porosity logging services,71000000#76000000
resistivity logging services,71000000#76000000
slim access acoustic logging services,71000000#76000000
acoustic cement bond ratio logging services,71000000#76000000
well acoustic imaging services,71000000#76000000
formation dip direction and angle logging services,71000000#76000000
logging while drilling services,71000000#76000000
logging during fishing services,71000000#76000000
logging while perforating services,71000000#76000000
drill pipe conveyed well services,71000000#76000000
general well logging services,71000000#76000000
2d/ 3d/ 4d land seismic acquisition services,71352100
2d/ 3d/ 4d marine seismic acquisition services,71352100
2d/ 3d/ 4d seismic data processing services,71352120
2d / 3d/ 4d seismic data interpretation,71352100
well velocity survey services,71352100
other seismic services,71352100
borehole seismic land acquisition services,71352100
borehole seismic marine acquisition services,71352100
borehole seismic processing services,71352100
borehole seismic monitoring acquisition services,71352100
borehole seismic while drilling acquisition services,71352100
simultaneous borehole and surface seismic acquisition services,71352100
oilfield casing hardware services,76410000
oilfield cement lab testing services,71000000
oilwell lost circulation services,71000000
oilfield mud removal services,71331000
plug cement services,71300000
well site pressure pumping services,71000000
oilfield pressure testing services,71000000
squeeze well cementing services,71000000
well water control services,71000000
well cement evaluation services,71000000
casing cement services,71000000
other cementing services,71000000
acidizing through coiled tubing services,71000000
cable installation through coiled tubing services,71000000
cementing through coiled tubing services,71000000
chemical cutting through coiled tubing services,71000000
clean out through coiled tubing services,71000000
completion through coiled tubing services,71000000
conveying inflatables through coiled tubing services,71000000
coring through coiled tubing services,71000000
extended reach well services,71000000
fishing through coiled tubing services,71000000
fracturing through coiled tubing services,71000000
high pressure coiled tubing services,71000000
horizontal isolation oilfield services,71000000
logging with coiled tubing services,71000000
milling through coiled tubing services,71000000
nitrogen related applications through coiled tubing,71000000
perforating through coiled tubing services,71000000
pipeline or flow line laying services,71000000
pipeline intervention services,71000000
sand control through coiled tubing services,71000000
abrasive tubular cleaning services,71000000
well kill through coiled tubing services,71000000
casing exit with coiled tubing services,71000000
conventional coring services,71000000
core isolation services,71000000
core preservation services,71000000
horizontal coring services,71000000
oriented coring services,71000000
rig site core analysis services,71000000
sponge coring services,71000000
wireline retrievable coring services,71000000
anti jamming system services,71000000
motor coring services,71000000
full closure systems services,71000000
downhole drilling vibration control services,71000000
downhole drilling borehole enlargement services,71000000
downhole drilling reaming and gauge protection services,71000000
downhole drilling torque or drag reduction services,71000000
downhole drilling stuck pipe alleviation services,71000000
downhole drilling tubular rental services,71000000
downhole drilling tool repair services,71000000
downhole drilling stabilization services,71000000
oilfield drilling bit design services,71000000
oilfield drilling bit hydraulic optimization services,71000000
oilfield drilling bit planning services,71000000
oilfield drilling bit recording services,71000000
oilfield drilling bit repair services,71000000
oilfield drilling bit footage contracts,71000000
well site drilling optimization assistance service,71000000
drill bit hydraulic lifting system services,71000000
acoustic measurement when drilling services,71000000
acoustic telemetry when drilling services,71000000
caliper measurement when drilling services,71000000
density measurement when drilling services,71000000
oilfield drilling performance services,71000000
electromagnetic telemetry when drilling services,71000000
formation dip measurement when drilling services,71000000
formation pressure measurement when drilling services,71000000
geologically steered wells,71000000
geostopping services,71000000
mud logging services,71000000
nuclear magnetic resonance services,71000000
porosity measurement when drilling services,71000000
resistivity measurement when drilling services,71000000
well surveying management services,71000000
surveying wireline services,71000000
well casing crew service,71000000
well casing planning services,71000000
well casing milling services,71000000
coiled tubing drilling services,71000000
well completion planning services,71000000
conventional well directional drilling services,71000000
well directional drilling services,71000000
well drilling contract development services,71000000
well drilling engineering services,71000000
well drilling mud or fluid services,71000000
well drilling of water intake well services,71000000
well drilling rig monitor services,71000000
well drilling solids control,71000000
well drilling stabilizing or hole opening services,71000000
well drilling supervision,71000000
well drilling control services,71000000
well drilling other general services,71000000
extended reach directional well drilling services,71000000
multilateral directional well drilling services,71000000
oil country tubular modification or testing services,71000000
well drilling pickup or laydown service,71000000
well drilling pipe storage,71000000
well drilling pipe threading,71000000
rat hole well drilling service,71000000
short radius directional well drilling services,71000000
steerable underreaming while well drilling services,71000000
ultra short radius directional well drilling services,71000000
underbalanced well drilling services,71000000
well planning services,71000000
well redrilling or reworking services,71000000
well drilling deviation control,71000000
oilfield gravel packing services,71000000
oilfield hull systems services,71000000
rig well pulling crew services,71000000
wellhead equipment services,71000000
sidetracking with whipstock services,71000000
oilfield fishing service design services,71000000
oilfield fishing service economic evaluation services,71000000
oilfield fishing service operation services,71000000
oilfield junk recovery services,71000000
oilfield pipe recovery service,71000000
oilfield fishing or drilling services,71000000
plunger lift services,71000000
reciprocating rod lift services,71000000
hydraulic lifting services,71000000
progressive cavity lift cvx services,71000000
well site optimization and automation services,71000000
electronic submersible pump lifting services,71000000
other lift systems,71000000
gas lift services,71000000
downhole fluid evaluation services,71000000
downhole fluid laboratory services,71000000
downhole fluid sampling services,71000000
downhole fluid engineering services,71000000
coiled tubing well perforating services,71000000
slickline well perforating services,71000000
through tubing well perforation services,71000000
tubing conveyed well perforating services,71000000
wireline well perforating services,71000000
well tubing puncher services,71000000
acid sand control pumping services,71000000
sand control blending services,71000000
cleaning fluid sand control services,71000000
completion fluid sand control services,71000000
well consolidation services,71000000
fracturing fluid sand control services,71000000
fracturing pre frac design testing services,71000000
general /miscellaneous sand control services,71000000
gravel carrier fluid sand control services,71000000
sand control lab testing services,71000000
multizone sand control services,71000000
sand control monitoring services,71000000
sand control temporary isolation services,71000000
well tool redressing services,71000000
non fracturing sand control pumping services,71000000
slickline fishing services,71000000#76000000
slickline lifting services,71000000#76000000
slickline manipulation services,71000000#76000000
slickline completion services,71000000#76000000
slickline logging services,71000000#76000000
slickline mechanical services,71000000#76000000
slickline pipe recovery services,71000000#76000000
subsea well diving services,71000000#76000000
subsea well remote operation vehicle rov services,71000000#76000000
subsea well fixturing or test equipment services,71000000#76000000
subsea well intervention or completion services,71000000#76000000
subsea well safety test tree services,71000000#76000000
subsea well equipment maintenance services,71000000#76000000
subsea dredging trenching and excavation services,71000000#76000000
subsea pipe laying and cable laying services,71000000#76000000
drill stem testing services,76000000
periodic well testing services,76000000
surface well testing services,76000000
underbalanced testing while drilling services,71000000#76000000
water or gas control design services,71000000#76000000
water or gas control evaluation services,71000000#76000000
water or gas control isolation services,71000000#76000000
water or gas control testing services,71000000#76000000
water or gas testing services,71000000#76000000
flare services,71000000#76000000
cased hole well completion services,71000000#76000000
well completion fluids services,71000000#76000000
gas lift well completion services,71000000#76000000
intelligent well completion services,71000000#76000000
multilateral well completion services,71000000#76000000
sand control well completion services,71000000#76000000
liner running services,71000000#76000000
open hole completion services,71000000#76000000
expandable pipe/screen well completion services,71000000#76000000
oil well platform maintenance services,71000000#76000000
oilfield pumping unit maintenance services,71000000#76000000
oilfield rod pump repair services,71000000#76000000
oilfield snubbing service,71000000#76000000
oilfield sucker rod maintenance services,71000000#76000000
well swabbing services,71000000#76000000
oilfield tubing anchor services,71000000#76000000
oilfield pump mechanic services,71000000#76000000
downhole tool maintenance services,71000000#76000000
oilfield tubular maintenance services,76000000
downhole recording services,76000000
well flow monitoring services,76000000
oil or gas well monitoring services,76000000
well site phase monitoring services,76000000
well site pump monitoring services,76000000
well site surface data acquisition services,76000000
well site surface readout services,76000000
well site surface recording services,76000000
subsurface well testing services,76000000
deepwater oilfield rig services,76000000
jackup oilfield rig services,76000000
barge oilfield rig services,76000000
land oilfield rig services,76000000
platform oilfield rig services,76000000
management and provision of all facilities engineering modification and maintenance services for a site or platform,71000000
"management and operation of all facilities, engineering, modification and maintenance services for site or platform",71000000
hydrocarbon reservoir development and production services,71000000
well management / construction services,71000000
"management and provision of all catering, cleaning, office and security services at location or platform",71000000
field development,71000000
integrated field rehabilitation services,76000000
acid based fluid well fracturing services,76000000
emulsion based fluid well fracturing services,76000000
foam based fluid well fracturing services,76000000
oil well fracturing services,76000000
oil well scale control services,76000000
well fracture testing services,76000000
well fracturing downhole evaluation services,76000000
well fracturing height control services,76000000
well fracturing monitoring services,76000000
well fracturing service design services,76000000
well fracturing service evaluation services,76000000
well fracturing surface evaluation services,76000000
well fracturing treatment quality control services,76000000
oil based fluid well fracturing services,76000000
other well fracturing services,76000000
well fracturing stress management services,76000000
water based linear fluid well fracturing services,71000000
water based cross linked fluid well fracturing services,71000000
acid based matrix stimulation services,71000000
formation sealer matrix stimulation services,71000000
matrix organic cleanup services,71000000
matrix organic inhibition services,71000000
matrix scale cleanup services,71000000
matrix scale inhibition services,71000000
matrix treatment design services,71000000
matrix treatment diversion services,71000000
matrix treatment evaluation services,71000000
matrix treatment quality control services,71000000
non acid based matrix stimulation services,71000000
nitrogen well services,71000000
bottom intake oilfield pumping services,71000000
cable deployed oilfield pumping services,71000000
co2 oilfield pumping services,71000000
coiled tubing deployed oilfield pumping services,71000000
downhole pumping services,71000000
dual completion well services,71000000
horizontal pumping well services,71000000
oilfield pumping installation pull or operation services,71000000
well profile modification services,71000000
oilfield spooling services,76000000
progressive cavity pump services,71000000
electronic submersible pump services,71000000
conventional pumping services,71000000
oilfield flare system services,71000000
oilfield hot oil or water service,71000000
oilfield steaming services,71000000
sulfide scavenging services,71000000
flow line hydrate formation control services,71000000
iron sulfide deposit removal services,71000000
squeeze modeling services,71000000
hydrate formation modeling services,71000000
chemical treatment monitoring services,71000000
pipeline cleaning services,71000000
pipeline flow enhancement services,71000000
well restoration and enhancement services,71000000
corrosion inhibiting services,71000000
scale inhibiting services,71000000
pipeline flow assurance services,71000000
impurity removal services,71000000
organic fouling control services,71000000
bacterial and fungus control services,71000000
gas gathering service,71000000
well pressure control services,71000000#76000000
well capping services,71000000#76000000
well fire fighting services,71000000#76000000
wild well control services,71000000#76000000
dead well workover,71000000#76000000
well freeze operations,71000000#76000000
relief well design and implementation,71000000#76000000
well control engineering services,71000000#76000000
well abandonment services,71000000#76000000
well plugging services,71000000#76000000
well abandonment platform removal services,71000000#76000000
well plugging and abandonment tubular cutting services,71000000#76000000
well cleaning or swabbing services,71000000#76000000
well site restoration services,71000000#76000000
oilfield data and message transmission services,71000000#76000000
oilfield graphics transmission services,71000000#76000000
oilfield real time well data monitoring services,71000000#76000000
oilfield satellite well data transmission services,71000000#76000000
oilfield well data transmission services,71000000#76000000
computer based simulation training program services,71000000#76000000
oilfield asset data management services,71000000#76000000
oilfield data mining services,71000000#76000000
oilfield log data management services,71000000#76000000
oilfield mapping data management services,71000000#76000000
seismic data management services,71000000
data storage and backup,71000000
oilfield budgeting services,71000000#76000000
oilfield capital planning services,71000000#76000000
oilfield decision tree services,71000000#76000000
oilfield bubble map services,71000000#76000000
oilfield case studies,71000000#76000000
oilfield decline analysis,71000000#76000000
oilfield field studies,71000000#76000000
oilfield fracturing interpretation services,71000000#76000000
geology services,71000000#71351910
geophysics services,71000000#71351210
gravel pack interpretation services,71000000
oilfield grid mapping services,71000000#76000000
oilfield mapping or visualization services,71000000#76000000
petrophysics services,71000000
rock mechanics services,71000000
reservoir services,71000000
general formation evaluation,71000000
acoustic waveform processing services,71000000
geomechanical services processing,71000000
nuclear magnetic resonance processing and interpretation services,71000000
resistivity processing and interpretation services,71000000
dip angle and direction processing,71000000
borehole image processing,71000000
logging while drilling processing,71000000
pulsed neutron processing and interpretation services,71000000
general cased hole and production log processing,71000000
casing inspection analysis services processing,71000000
well cementing job design services,71000000
coiled tubing job design services,71000000
well drilling job design services,71000000
well fracturing job design services,71000000
matrix stimulation job design services,71000000
well sand control job design services,71000000
oilfield completion models,76000000
oilfield drilling models,76000000
oilfield economic models,76000000
oilfield field development models,76000000
oilfield production models,76000000
oilfield risk management services,76000000
geological or geophysical models,71000000
reservoir models,71000000
oilfield artificial lift services,76000000
enhanced oil recovery services,71000000
well injection services,71000000
oilfield production system analysis services,76000000
well perforation services,76000000
oilfield production chemistry services,76000000
oilfield production monitoring services,76000000
well stimulation services,71000000#76000000
underground gas storage services,71000000
oilfield water management services,76000000
oilfield hot oiling service,76000000
oilfield lease operations,76000000
oilfield logging services,71000000#77210000
oilfield paraffin cutting service,76000000
oilfield planning services,76000000
oilfield processing services,76000000
oilfield audits or inspection services,76000000
oilfield emergency response planning services,76000000
oilfield field development services,76000000
oilfield performance monitoring services,76000000
oilfield reporting services,76000000
oilfield succession plan or handover services,76000000
oilfield training matrix services,76000000
well site logistics or procurement services,71000000#76000000
well completion engineering services,71000000#76000000
deadman anchor services,71000000#76000000
well site pit lining services,71000000
well pulling unit services,71000000
shorebased services,71000000
test pit lining services,76211110
well site vacuum truck services,71000000
underbalanced applications engineering services,71000000
well workover services,71000000
well fabrication or construction services,71000000#76472000
well site electrical or instrumentation services,76472000
well site heavy equipment or crane services,76472000
well site inspection or equipment testing services,76472000
well instrument or meter services,71000000
well site valve or valve part services,71000000
oilfield drafting services,71000000
oilfield equipment brokerage services,71000000
oilfield research and development services,71000000
oilfield certification services,71000000
oilfield consultancy services,71000000
handyman services,71000000
disaster proofing or contingency services,71000000
locksmith services,98395000
elevator maintenance services,71000000
building maintenance service,71000000
floor cleaning services,90910000
fire protection system and equipment maintenance or repair service,71000000#50000000
plumbing system maintenance or repair,71000000
air conditioning installation or maintenance or repair service,71000000
hoist construction service,71000000
offsite construction service,71000000
refuse area construction service,71000000
subsidence service work,71000000
bird proofing services,71000000
termite control services,90922000
extermination or fumigation services,90924000
structural pest control,90922000
animal trapping,77610000
rodent control,77610000#98000000
landscaping services,71000000
snow removal services,90000000
exterior grounds maintenance,77314000
material conveyance system installation,51000000
material conveyance system repair,50000000
aboveground conveyor service,71000000
underground conveyor service ,71000000
parking lot or road maintenance or repairs or services,71000000#50000000
telecom equipment maintenance or support,71000000#50000000
parking lot or road sweeping services,90610000
single family home remodeling addition and repair service,71000000
single family home general remodeling service,71000000
on site mobile home repair service,71000000
patio and deck construction and repair service,71000000
single family home fire damage repair service,71000000
single family home new construction service,71000000
single family prefabricated home erection service,71000000
single family new town home or garden home construction service,71000000
new apartment building construction service,71000000
new cooperative construction service,71000000
new condominium construction service,71000000
new dormitory construction service,71000000
new hotel or motel construction service,71000000
apartment remodeling service,71000000
cooperative apartment remodeling service,71000000
condominium remodeling service,71000000
dormitory remodeling service,71000000
hotel or motel remodeling service,71000000
general residential construction contractor service,71000000
dry cleaning plant construction and remodeling service,71000000
food product manufacturing or packing plant construction and remodeling service,71000000
grain elevator construction and remodeling service,71000000
paper or pulp mill construction and remodeling service,71000000
pharmaceutical manufacturing plant construction and remodeling service,71000000
prefabricated industrial building erection and remodeling service,71000000
truck and automobile assembly plant constructionand remodeling service,71000000
warehouse construction and remodeling service,71000000
commercial and office building new construction service,71000000
commercial and office building prefabricated erection service,71000000
commercial and office building renovation and repair service,71000000
restaurant construction service,71000000
shopping center and mall construction service,71000000
farm building construction service,71000000
greenhouse construction service,71000000
silo and agricultural service building construction service,71000000
automotive garage construction service,71000000
automotive service station construction service,71000000
bank building construction service,71000000
fire station construction service,71000000
hospital construction service,71000000
post office construction service,71000000
religious building construction service,71000000
school building construction service,71000000
mausoleum construction service,71000000
stadium construction service,71000000
public library construction,45000000
airport terminal and hanger construction,45000000
chemical plant construction service,71000000
mine loading and discharging station construction service,71000000
oil refinery construction service,71000000
waste disposal plant construction service,71000000
waste water and sewage treatment plant construction service,71000000
power plant construction service,71000000
tank construction and servicing,71000000
preparation plant construction service,71000000
underground electrical services ,71000000
highway and road new construction service,71000000
highway and road sign or guardrail construction and repair service,71000000
highway and road maintenance service,71000000
highway reflector installation service,71000000
airport runway construction service,71000000
land grading service,71000000
highway and road paving service,71000000
highway and road resurfacing service,71000000
sidewalk construction and repair service,71000000
gravel or dirt road construction service,71000000
bridge construction and repair service,71000000
tunnel construction and repair service,71000000
viaduct construction and repair service,71000000
oil and gas branch line construction service,71000000
gas main construction service,71000000
natural gas compressor station construction service,71000000
oil and gas pipeline construction service,71000000
pipeline wrapping service,71000000
electrical cable laying service,71000000
television cable laying service,71000000
telephone and communication cable laying service,71000000
telecommunication transmission tower construction service,71000000
aqueduct construction service,71000000
sewer line construction service,71000000
water main construction service,71000000
electric power line construction service,71000000
manhole construction service,71000000
pipe laying service,71000000
pumping station construction service,71000000
underground utilities construction service,71000000
caisson drilling service,71000000
canal construction service,71000000
dam construction service,71000000
dock construction service,71000000
drainage system construction service,71000000
dredging service,71000000
harbor construction service,71000000
irrigation system construction service,71000000
levee construction service,71000000
marina construction service,71000000
pier construction service,71000000
pond construction service,71000000
waterway construction service,71000000
sheet pile driving service,71000000
underwater construction service,71000000
athletic field construction service,71000000
golf course construction service,71000000
tennis court construction service,71000000
detention facility construction service,71000000
detention facility remodeling and repair,71000000
land reclamation service,71000000
rock removal service,71000000
timber removal service,71000000
earthmoving service,71000000
pile driving service,71000000
blasting service except building demolition,71000000
trenching service,71000000
demolition services,71000000
digging services,71000000
light rail construction service,71000000
right of way cutting service,71000000
railroad and railway roadbed construction service,71000000
subway construction service,71000000
railway track laying service,71000000
construction machinery rental or leasing service,71000000
construction equipment rental or leasing service,71000000
boiler maintenance service,71000000
boiler installation and setup service,71000000
heating system maintenance and repair service,71000000
hydronics heating system maintenance and repair service,71000000
boiler pressure controller installation,71000000
boiler pressure controller maintenance or repair or operation,71000000
septic system construction service,71000000
fire sprinkler system installation service,71000000
irrigation sprinkler system installation service,71000000
hvac mechanical construction service,71000000
hvac process piping construction service,71000000
hvac solar energy construction service,71000000
hvac ventilation and duct work construction service,71000000
hvac refrigeration construction service,71000000
hvac heating system construction service,71000000
residential painting service,71000000
commercial painting service,71000000
industrial painting service,71000000
aircraft painting service,71000000
bridge painting service,71000000
pavement marking service,71000000
ship painting service,71000000
paper hanging service,71000000
commercial wall covering construction service,71000000
residential wall covering construction service,71000000
lighting installation services,71000000
electric power system construction service,71000000
cogeneration plant construction service,71000000
computer power conditioning service,71000000
standby or emergency power installation service,71000000#51000000
switchgear and related devices installation service,71000000#51000000
electronic controls installation service,71000000#51000000
computerized controls installation service,71000000#51000000
energy management controls installation service,71000000#51000000
environmental system control installation service,71000000#51000000
lighting system maintenance or repair service,71000000#50000000
cable television installation service,71000000#51000000
fiber optic cable installation service,71000000#51000000
specialized sound equipment installation service,71000000#51000000
telephone and telephone equipment installation service,71000000#51000000
voice and data and video wiring service,71000000
underground engineering for communication equipment,71000000
overground engineering for communication equipment,71000000
access control system installation service,71000000#51000000
closed circuit television system installation service,71000000#51000000
fire detection and burglar alarm systems installation service,71000000#51000000
banking machine installation and maintenance,71000000#51000000
machinery component refurbishing and repair service,71000000#50000000
foundation building service,71000000
bricklaying service,71000000
chimney construction and maintenance service,71000000
concrete block masonry service,71000000
drain tile installation service,71000000
exterior marble masonry service,71000000
refractory or acid brick masonry service,71000000
stone masonry service,71000000
mortar tuckpointing or restoration service,71000000
unit paver installation service,71000000
drywall installation and repair service,71000000
fresco installation and repair service,71000000
mantel installation and repair service,71000000
plain or ornamental plastering service,71000000
stucco installation and repair service,71000000
acoustical and ceiling work service,71000000
exterior insulation and finishing service,71000000
building insulation service,71000000
solar reflecting insulation film service,71000000
interior marble installation service,71000000#51000000
mosaic creation and repair service,71000000
terrazzo installation and repair service,71000000
ceramic tile installation service,71000000
rough carpentry service,71000000
finish carpentry service,71000000
cabinet building and installation service,71000000
garage door installation or erection service,71000000
prefabricated window and door installation service,71000000
entryway and exit framing service,71000000
metal stud installation service,71000000
store fixture installation service,71000000
access flooring system installation service,71000000
asphalt tile installation service,71000000
carpet laying service,71000000
ceramic floor tile installation service,71000000#51000000
linoleum installation service,71000000
resilient floor laying service,71000000
vinyl floor tile and sheet installation service,71000000#51000000
wood floor installation and refinishing service,71000000#51000000
floor leveling service,71000000
roofing service,71000000
gutter and downspout service,71000000
skylight installation service,71000000#51000000
architectural sheet metal service,71000000
ceiling erection and repair service,71000000
siding installation and repair service,71000000#51000000
chute installation service,71000000#51000000
exterior concrete stucco service,71000000
grouting service,71000000
gunite installation service,71000000#51000000
curb construction service,71000000
sidewalk or ramp construction service,71000000
driveway construction service,71000000
retaining wall construction service,71000000
parking lot construction service,71000000
concrete pumping service,71000000
foundation and footing construction service,71000000
concrete patio construction service,71000000
domestic water well drilling service,71000000
geothermal water well drilling service,71000000
metal building front installation service,71000000
concrete reinforcement placing service,71000000
elevator front installation service,71000000#51000000
exterior metal wall system installation service,71000000#51000000
structural iron work service,71000000
metal lath and furring service,71000000
precast concrete structural framing panel placing service,71000000
smoke stack installation service,71000000#51000000
metal storage tank erection service,71000000
ballistic resistant glazing installation service,71000000#51000000
glazing installation and repair service,71000000#51000000
bowling alley installation service,71000000#51000000
indoor sport court construction service,71000000
playground construction and equipment installation service,71000000#51000000
spa or hot tub construction and installation service,71000000#51000000
swimming pool construction service,71000000
plastic coating of concrete structures service,71000000
metal structure coating service,71000000
corrosion control service,71000000
damp proofing service,71000000
caulking service,71000000
building fireproofing service,71000000
glazing of concrete surfaces service,71000000
insulation of pipes and boilers service,71000000
waterproofing service,71000000
gasoline pump installation service,71000000
diesel pump installation service,71000000
rigging services,71000000
scaffolding services,71000000
building exterior cleaning service,71000000
building exterior sandblasting service,71000000
building exterior steam cleaning service,71000000#90910000
high pressure water blasting,71000000
construction site clean up service,71000000
new building post construction cleanup service,71000000#90910000
construction site haul away service ,71000000
bathtub refinishing and repair service,71000000
closet organizer installation and repair service,71000000#51000000
counter top installation service,71000000#51000000
drapery track installation service,71000000#51000000
kitchen and bathroom remodeling service,71000000
office furniture installation service,71000000#51000000
plastic wall tile installation service,71000000#51000000
window treatment installation service,71000000#51000000
domestic or commercial appliance installation service,71000000#51000000
prefabricated fireplace installation service,71000000#51000000
kitchen cabinet installation service,71000000#51000000
interior design or decorating,45000000
parking facility equipment installation,51000000
parking lot maintenance,50000000#71000000
shoring and underpinning work,45000000
mobile home site set up and tie down,45000000
antenna installation service,51000000
artificial turf installation service,51000000
awning installation service,51000000
building mover service,71000000
cable splicingservice,45000000#51000000
core drilling and cutting service,71000000
dewatering service,71000000
diamond drilling and sawing service,71000000
industrial dock and dock equipment installation service,71000000
elevator installation maintenance and repair service,71000000#51000000
epoxy application service,71000000
concrete forms erection and dismantling service,71000000
fence construction service,71000000
fiberglass installation and maintenance service,71000000
fire escape installation service,71000000
parade float construction service,71000000
food service equipment installation service,71000000
fountain installation service,71000000#51000000
gas leak detection service,71000000
medical gas system installation service,71000000#51000000
glass tinting service,71000000
hydraulic equipment installation and maintenance service,51000000#50000000
lightning conductor erection service,71000000
ornamental metal and iron work service,71000000
petroleum storage tank pumping and draining service,71000000
hydrogen cell refueling service,71000000
posthole digging service,71000000
sign installation and maintenance service,71000000#50000000
steeple jack installation and repair service,71000000#50000000
tower bell installation and repair service,71000000#50000000
on site welding service,71000000#45000000
window and door and screening installation and repair service,71000000#51000000
theatrical prop or set or scenery construction erection and repair service,71000000
underground petroleum storage tank installation service,71000000
nuclear power refueling service,71000000
central vacuum cleaning system installation service,71000000
safe or vault installation service,71000000
airwave shielding installation for computer room service,71000000
building board up service,71000000
underground protective lining installation service,71000000
target systems installation service,71000000
flag pole erection service,71000000
industrial and commercial sprayingservice,71000000
water hewning or use service,71000000
ground water level reduction service,71000000
escalator installation service,51000000
lift table service,71000000
balcony and external walkway service,71000000
sun screen service,71000000
shopping cart maintenance or repair service,71000000#50000000
grave relocation service,71000000
post disaster renovation and repair service,71000000
broadcasting station repair service,71000000#50000000
petroleum refining services,76000000
natural gas production services,76000000
oils or greases production services,76000000
coal production services,09000000#71000000
plastics or resins or fibers manufacturing services,19522000
inorganic chemicals production services,24310000#24000000
soda ash or chlorine or caustic soda production services,24311521#24000000
inorganic acids production services,24311410#24000000
organic chemical production services,24320000
acetylene or derivatives production services,24321115
ethylene or derivatives production services,24321112
ethanol or methanol or derivatives production services,24321110#24321120
fertilizers production services,24400000
potash mining or processing services,24400000
pesticide production services,24451000
paints or varnishes or lacquers production services,44800000#24000000
soap or cleaning preparations or perfumes or cosmetics production services,33710000#33711900
solvents or glycols or detergents production services,44832000#39831200
ferments or enzymes services,24965000
drugs or medicine production services,33000000
vaccines or sera or antibiotics production services,33000000
parapharmaceutical production services,33000000
biomass production services,90000000
bioprotein production services,90000000#24956000
rubber milling services,19500000
rubber tires or tubes production services,19500000
rubber or plastic footwear production services,19500000
sawmilling services,77000000
veneer production services,03419000
wood base panels manufacturing services,03410000
wooden containers manufacturing services,03410000
furniture manufacturing services,39100000
cork products manufacturing services,03430000
cane or wickerware processing services,03432100
pulp production services,03460000
paper or paper board production services,22800000
hardboard or fiberboard production services,22800000
paper production or recycling services,22000000#90000000
ferrous alloy production services,14600000
basic metal combination processes services,14700000
refractors services for iron or steel production,14622000
iron or steel making services,14622000#14711000
iron or steel forging services,71000000
pre finishing iron or steel processes services,71000000
finishing metal processing services,71000000
smelting metal services,71000000
refining metal services,71000000
metal cutting services,71000000
blacksmith services,71000000
metal heating services,71000000
metal forging services,71000000
metal drawing services,71000000
metal extruding services,71000000
horseshoeing services,77000000
tinsmithing services,71000000
rebabbiting services,71000000
metal casting services,71000000
non destructive testing service,71000000
pottery or china or earthenware manufacturing services,3700000#37810000
glass or glass products manufacturing services,14820000
structural clay products manufacturing services,14221000
cement or lime or plaster manufacturing services,44111200#44921200
concrete or aggregates or stone products manufacturing services,44114000#14212200#44900000
abrasives manufacturing services,14520000
asbestos products manufacturing services,44172000
spirits distilling or blending services,15911100#15900000
wine processing services,15930000
brewery processing services,15962000
non alcoholic fruit based beverage processing services,15980000
water beverages processing services,15900000
infused beverages processing services,15900000
coffee processing services,15861000
tea processing services,15863000
meat products or by products processing services,15110000
fish or fish products processing services,15200000#15119600#03311000
poultry processing services,15112000#77000000
meat hygiene or inspection services,15110000#77000000
meat plant operation or management services,15110000#77000000
slaughter houses services,77000000
butcher services,77000000
cold storage services,55000000
fruit or vegetable cleaning services,77000000
fruit or vegetable spraying services,77000000
fruit or vegetable packing services,77000000
milk processing services,77000000
egg processing services,77000000
cheese processing services,77000000
butter or cream processing services,77000000
cereal products processing services,77000000
sugar or sugar products processing services,77000000
vegetable oils or fats processing services,77000000
spice processing services,77000000
bakery products processing services,77000000
rayon or acetate fiber manufacturing services,19000000
glass fiber manufacturing services,19000000
silk fiber manufacturing services,19000000
cotton fiber manufacturing services,19000000
wool fiber manufacturing services,19000000
polyester fiber manufacturing services,19000000
polyamide fiber manufacturing services,19000000
acrylic fiber manufacturing services,19000000
thread processing services,19000000
yarn processing services,19000000
broad woven fabrics manufacturing services,19000000
narrow woven fabrics manufacturing services,19000000
knitwear manufacturing services,19000000
carpet or rug manufacturing services,39000000#39531000
cordage or rope or twine manufacturing services,39540000#39541100
dyeing or printing or finishing services,98316000#79821000
woven suits or coats or overcoats manufacturing services,18210000#19210000#18222100
woven outerwear clothing manufacturing services,19210000#18420000#18000000
fur dressing or dyeing services,98316000
leather footwear manufacturing services,19100000#18800000
leather luggage or handbags manufacturing services,19100000#18920000#18939000
leather tanning or finishing manufacturing services,19100000
nonwoven fabric services,19270000
braided yarn or fabric services,19200000
industrial sewing services,19435000
assembly line work,19000000
joint sealing services,44000000
original design and manufacturing service,19000000
electronics manufacturing service,31000000
sequenced delivery service,34000000
final or sub-assembly service,60000000#63000000
canning plants services,42000000
packaging of agricultural by products services,42921320#79921000
packaging of non food products services,42921320#79921000
packaging of pharmaceuticals services,42921320#79921000
point of purchase display packaging services,42921320#79921000
manual hand packaging services,42921320#79921000
machine assisted packaging services,42921320#79921000
kitting pack service,79921000
water proofing material treatment services,71000000
fire protection material treatment services,71000000
anticorrosion material treatment services,71000000
aluminum anodizing service,71000000
anodizing material treatment surfacing service,71000000
sheeting services,71000000#45000000
slitting services,71000000#45000000
die cutting services,71000000
folding services,98311000
laminating services,71000000
flexographic industrial printing services,79810000
rotogravure industrial printing services,79810000
screen industrial printing services,79810000
