Description,CPV
tjenester i forbindelse med overføring av tv- og radiosendninger,64228000
tjenester i forbindelse med overføring av tv-sendninger,64228100
tjenester i forbindelse med overføring av radiosendninger,64228200
public benefits,65000000
water distribution and related services,65100000
water distribution,65110000
distribusjon av drikkevann,65111000
operation of water treatment plants,65120000
vannavmineraliseringstjenester,65121000
vannavsaltningstjenester,65122000
vannmykningstjenester,65123000
operation of water supply facilities,65130000
gas distribution and related services,65200000
gas distribution,65210000
electricity distribution and related services,65300000
electricity distribution,65310000
operation of electrical installations,65320000
other sources of energy supply and distribution,65400000
operation of power plants,65410000
reading of meters,65500000
financial and insurance mediation services,66000000
intermediation services in connection with banking and investments,66100000
bank intermediary services,66110000
sentralbanktjenester,66111000
depositumtjenester,66112000
kredittgivningstjenester,66113000
mikro-kredittgivningstjenester,66113100
finansiell leasingstjenester,66114000
internasjonal betalingsoverføringstjenester,66115000
investment banking and related services,66120000
fusjons- og akkvisisjonstjenester,66121000
bedriftsfinansierings- og risikovillig-kapitalstjenester,66122000
services in connection with brokerage and related trade in securities and goods,66130000
verdipapirsmeglingstjenester,66131000
tjenester i forbindelse med investering av pensjonsmidler,66131100
tjenester i forbindelse med handelsvarer,66132000
processing and clearing services,66133000
portfolio management services,66140000
services in connection with the management of pension funds,66141000
services in connection with the management of capital financial markets,66150000
services in connection with financial markets administration,66151000
trading services in connection with electronic marketplaces,66151100
supervisory services in connection with the financial market,66152000
services in connection with the management of assets and custody,66160000
services in connection with asset management,66161000
services in connection with custody management,66162000
services in connection with financial advice financial transfer management and financial/guarantee institution,66170000
services in connection with financial advice,66171000
services in connection with financial transfer management and finance/guarantee institution,66172000
services in connection with the exchange of currency,66180000
services in connection with loan brokering activities,66190000
insurance and pension services,66500000
insurance services,66510000
life insurance services,66511000
accident and health insurance,66512000
accident insurance,66512100
health insurance,66512200
voluntary health insurance,66512210
health insurance - private,66512220
legal insurance and general risk insurance services,66513000
legal aid insurance,66513100
business insurance,66513200
freight insurance and insurance services in connection with transport,66514000
insurance in connection with transport,66514100
motor vehicle insurance,66514110
marine insurance aviation insurance and other transport insurance,66514120
insurance in connection with railways,66514130
insurance in connection with flights,66514140
insurance in connection with ships,66514150
freight insurances,66514200
damage or loss insurance,66515000
insurance in connection with fire,66515100
property damage insurance,66515200
weather-related insurance and insurance against financial loss,66515300
weather-related insurance,66515400
insurance against financial loss,66515410
insurance against monetary loss,66515411
liability insurance services,66516000
liability insurance for motor vehicles,66516100
liability insurance for aircraft,66516200
liability insurance for ships,66516300
general liability insurance services,66516400
insurance services against professional liability,66516500
credit and surety insurance,66517000
credit insurance,66517100
surety insurance,66517200
insurance in connection with risk management,66517300
insurance brokerage and agent services,66518000
insurance brokerage services,66518100
insurance agency services,66518200
settlement of insurance compensation,66518300
technical reserve average loss actuarial and salvage insurance services,66519000
insurance in connection with oil or gas platforms,66519100
insurance of technical facilities,66519200
support services in connection with insurance,66519300
consulting services in connection with insurance,66519310
claims settlement services,66519400
claims settlement services,66519500
insurance technical services,66519600
administration in connection with salvage services,66519700
pension services,66520000
individual pension insurances,66521000
collective pension insurances,66522000
pension fund advice,66523000
management of pension funds,66523100
cashier services,66600000
reinsurance business,66700000
reinsurance of life insurance policies,66710000
reinsurance of accident and health insurance,66720000
business in connection with real estate,70000000
estate agency services with own properties,70100000
real estate development services,70110000
development of real estate for residential purposes,70111000
development of real estate for other than residential purposes,70112000
purchase and sale of real estate,70120000
purchase or sale of buildings,70121000
sale of buildings,70121100
purchase of buildings,70121200
purchase or sale of land,70122000
sale of land,70122100
sale of undeveloped land,70122110
purchase of land,70122200
purchase of undeveloped land,70122210
sale of real estate,70123000
sale of real estate for residential purposes,70123100
sale of real estate for other than residential purposes,70123200
rental of own property,70130000
renting or leasing of own real estate,70200000
renting or leasing of own real estate for residential purposes,70210000
renting or leasing of own real estate for commercial purposes,70220000
real estate brokerage on a fee or contract basis,70300000
rent or sale of buildings,70310000
rent or sale of buildings for residential purposes,70311000
rent or sale of land,70320000
rent of land,70321000
rent or sale of undeveloped land,70322000
management of real estate on a fee or contract basis,70330000
services in connection with real estate for residential purposes,70331000
administration of institutions,70331100
services in connection with real estate for other than residential purposes,70332000
management of land,70332100
management of commercial properties,70332200
services in connection with industrial property,70332300
housing services,70333000
time-sharing services,70340000
architectural construction engineering and inspection services,71000000
architectural and related services,71200000
architectural consultancy,71210000
architectural design services,71220000
architects' services in connection with buildings,71221000
architects' services in connection with outdoor facilities,71222000
mapping services for urban areas,71222100
mapping services for land areas,71222200
architects' services in connection with building extensions,71223000
organization of architectural design competition,71230000
architectural engineering and planning services,71240000
feasibility study advisory service analysis,71241000
project and design preparation cost estimates,71242000
outline plans (systems and integration),71243000
cost estimate cost control,71244000
approval plan working drawings and specifications,71245000
determination and listing of quantities in the construction,71246000
control of construction work,71247000
control of the project and documentation,71248000
architectural engineering and surveying services,71250000
architect and building surveying services,71251000
engineering services,71300000
consulting engineering and construction technical services,71310000
consulting engineering services in connection with building and construction work,71311000
support services in connection with building and construction work,71311100
advice in connection with transport systems,71311200
advice in connection with main roads,71311210
engineering work in connection with main roads,71311220
engineering work in connection with railways,71311230
engineering work in connection with airports,71311240
consulting in connection with infrastructure,71311300
advice in connection with building constructions,71312000
consulting in connection with environmental engineering,71313000
advice in connection with noise abatement,71313100
advice in connection with soundproofing and room acoustics,71313200
environmental impact analysis of building and construction activities,71313400
risk analysis of building and construction activities,71313410
environmental standards for building and construction activities,71313420
environmental indicator analysis of construction activities,71313430
services related to environmental impact analysis of building and construction activities,71313440
environmental monitoring of building and construction activities,71313450
energy and related services,71314000
electricity services,71314100
energy management,71314200
enøk advice,71314300
services in connection with thermal insulation of buildings,71314310
building technology,71315000
advice in connection with building materials,71315100
consultancy in connection with construction,71315200
advice in connection with building technology,71315210
building surveying services,71315300
building inspection,71315400
inspection of ventilation systems,71315410
advice in connection with telecommunications,71316000
advice in connection with protection against and control of hazards,71317000
rådgivning i forbindelse med beskyttelse og kontroll av brann og eksplosjon,71317100
helse- og sikkerhetstjeneste,71317200
rådgivning i forbindelse med helse- og sikkerhet,71317210
veiledende og rådgivende ingeniørvirksomhet,71318000
tjenesteytelser innen belysnings- og dagslysteknikk,71318100
sakkyndige vitnetjenester,71319000
project planning,71320000
prosjektering av mekaniske og elektriske installasjoner,71321000
byggeøkonomiske tjenester,71321100
prosjektering av varmesystemer,71321200
rådgivningstjenester relatert til rørlegging,71321300
rådgivningstjenester relatert til ventilasjon,71321400
prosjektering av anleggsarbeid,71322000
masseberegning i forbindelse med anleggsarbeid,71322100
prosjektering av rørledning,71322200
prosjektering av broer,71322300
prosjektering av demninger,71322400
ingeniørmessig prosjektering i forbindelse med trafikkanlegg,71322500
prosjektering i forbindelse med industriell bearbeiding og produksjon,71323000
prosjektering av elkraftsystem,71323100
prosjektering av anlegg fabrikk,71323200
masseberegning,71324000
prosjektering av fundament,71325000
hjelpevirksomhet i forbindelse med byggetjenster,71326000
tjenesteytelser innen prosjektering av bærende konstruksjoner,71327000
tjenesteytelser innen kontrollberegning av prosjekterte bærende konstruksjoner,71328000
various forms of engineering services,71330000
ingeniørtjenester i forbindelse med boreslamteknikk,71331000
geoteknisk ingeniørtjenster,71332000
maskintekniske ingeniørtjenester,71333000
maskintekniske og elektrotekniske ingeniørtjenester,71334000
tekniske undersøkelser,71335000
ingeniørmessig støttetjenester,71336000
korrosjonstekniske ingeniørtjenester,71337000
integrated engineering services,71340000
scientific and technical activities in connection with engineering work,71350000
geologisk geofysisk og annen vitenskapelig prospektering,71351000
forberedelse og analyse av kjerner,71351100
geologisk og geofysisk rådgivning,71351200
geofysiske rådgivningstjenester,71351210
geologisk rådgivning,71351220
mikropaleontologisk analyse,71351300
petrofysiske tolkninger,71351400
grunnundersøkelser,71351500
værmeldingstjenester,71351600
metrologitjenester,71351610
klimatologitjenester,71351611
hydrometrologitjenester,71351612
vitenskapelig prospektering,71351700
geofysisk prospektering,71351710
geofysikaliske undersøkelser av arkeologiske utgravninger,71351720
geologisk prospektering,71351730
topografi- og dykkertjenester,71351800
topografiske tjenester,71351810
topografiske undersøkelser av arkeologiske utgravninger,71351811
vannsøketjenester,71351820
geologi- oseanografi- og hydrologitjenester,71351900
geologitjenester,71351910
fotogeologitjenester,71351911
stratigrafiske geologitjenester,71351912
geologiske undersøkelsestjenester,71351913
arkeologiske tjenester,71351914
oseanografi- og hydrologitjenester,71351920
estuarium oseanografitjenester,71351921
fysiske oseanografitjenester,71351922
batymetrisk kartleggingstjenester,71351923
undervanns undersøkelsestjenester,71351924
underjordiske måletjenester,71352000
seismiske tjenester,71352100
seismografiske målinger,71352110
seismisk datafangst,71352120
innsamling av seismiske data,71352130
behandling av seismiske data,71352140
magnetometriske målinger,71352300
overflatemålinger,71353000
hydrografiske målinger,71353100
dimensjonsmålinger,71353200
kartfremstilling,71354000
digital kartlegging,71354100
kartlegging fra luften,71354200
undersøking med hensyn til matrikkel/grunnbok,71354300
hydrografiske tjenester,71354400
maritim måling,71354500
oppmålingstjenester,71355000
fotogrammetritjenester,71355100
geografisk oppmåling,71355200
tekniske tjenester,71356000
tekniske kontrolltjenester,71356100
teknisk bistand,71356200
tekniske støttetjenester,71356300
tekniske planleggingstjenster,71356400
urban planning and landscape architect services,71400000
city planning services,71410000
landscape architecture services,71420000
landskapsgartnertjenester,71421000
construction and construction-related services,71500000
basic survey of building site,71510000
supervision of building and construction work,71520000
byggeplasstilsyn,71521000
advice in connection with construction,71530000
construction management,71540000
byggeteknisk prosjektledelse,71541000
blacksmith services,71550000
technical testing analysis and advisory services,71600000
testing and analysis of composition and purity of masses,71610000
analysis services,71620000
teknisk analyse- og rådgivingstjenester,71621000
technical inspection and testing,71630000
teknisk inspeksjon,71631000
inspeksjon av maskiner,71631100
teknisk inspeksjon av motorkjøretøyer,71631200
teknisk inspeksjon av bygninger,71631300
teknisk inspeksjon av tekniske konstruksjoner,71631400
maritime sikkerhetsinspeksjontjenester,71631420
lekkasjetesting,71631430
strømningsovervåkning,71631440
inspeksjon av broer,71631450
inspeksjon av demninger,71631460
inspeksjon av jernbanespor,71631470
inspeksjon av vei,71631480
inspeksjon av rullebane,71631490
teknisk prøving,71632000
prøving av ventiler,71632100
ikke-destruktiv prøving,71632200
monitoring and control,71700000
industrial inspection services,71730000
industrielle kvalitetskontrolltjenester,71731000
advisory services for water supply and waste consultant,71800000
laboratory services,71900000
computer services: consulting software development internet and system support,72000000
advice regarding hardware,72100000
advice regarding the choice of hardware,72110000
advice regarding re-establishment in cases of hardware disasters,72120000
advice regarding planning work for data processing facilities,72130000
advice regarding delivery testing of hardware,72140000
advice regarding computer audits and hardware,72150000
programming of software and consultancy,72200000
programming in connection with software packages,72210000
programmering i forbindelse med systemer og brukerprogrammer,72211000
programmering i forbindelse med applikasjonsprogrammer,72212000
utviklingstjenester for bransjespesifikk programvare,72212100
utviklingstjenester relatert til programvare for salg (pos),72212110
utviklingstjenester relatert til programvare for flygeledere,72212120
utviklingstjenester relatert til programvare for flyledelse,72212121
utviklingstjenester relatert til programvare for bakkeanlegg og testing,72212130
utviklingstjenester relatert til programvare for bakkeanlegg,72212131
utviklingstjenester relatert til programvare for flytesting,72212132
utviklingstjenester relatert til programvare for jernbane trafikk kontroll,72212140
utviklingstjenester relatert til programvare for industri kontroll,72212150
utviklingstjenester relatert til programvare for bibliotek,72212160
utviklingstjenester relatert til compliance-programvare,72212170
utviklingstjenester relatert til medisinskprogramvare,72212180
utviklingstjenester relatert til undervisningsprogramvare,72212190
utviklingstjenester relatert til nettverks internett og intranett programvare,72212200
utviklingstjenester relatert til programvare for nettverkstilkopling,72212210
utviklingstjenester relatert til programvare for kommunikasjon mellom plattformer,72212211
utviklingstjenester relatert til programvare for optiske jukebokser,72212212
utviklingstjenester relatert til programvare for utvidet funksjonalitet operativsystemer,72212213
utviklingstjenester relatert til programvare for utvidet funksjonalitet nettverksoperativsystemer,72212214
utviklingstjenester relatert til programvare for nettverksutviklere,72212215
utviklingstjenester relatert til terminalemuleringsprogrammer for nettverkstilkobling,72212216
utviklingstjenester relatert til programvare for transasksjonsprosessering,72212217
utviklingstjenester relatert til programvare for lisenshåndtering,72212218
utviklingstjenester relatert til diverse nettverksprogramvare,72212219
utviklingstjenester relatert til programvare for internett og intranett,72212220
utviklingstjenester relatert til nettlesere (programvare),72212221
utviklingstjenester relatert til programvare for webserver,72212222
utviklingstjenester relatert til programvare for e-post,72212223
utviklingstjenester relatert til programvare for opprettelse og redigering av nettsider,72212224
utviklingstjenester relatert til programvare for dokumentopprettelse tegning bilde tidsplanlegging og produktivitet,72212300
utviklingstjenester relatert til programvare for dokumentfremstilling,72212310
utviklingstjenester relatert til programvare for dokumentadministrasjon,72212311
utviklingstjenester relatert til programvare for elektronisk publisering,72212312
utviklingstjenester relatert til programvare for optisk tegngjenkjenning (ocr),72212313
utviklingstjenester relatert til talegjenkjenningsprogramvare,72212314
utviklingstjenester relatert til programvare for desktop publishing (dtp),72212315
utviklingstjenester relatert til programvare for presentasjoner,72212316
utviklingstjenester relatert til programvare for tekstbehandling,72212317
utviklingstjenester relatert til programvare for skannere,72212318
utviklingstjenester relatert til programvare for tegning eller bildehåndtering,72212320
utviklingstjenester relatert til dataassistert konstruksjon (dak) programvare,72212321
utviklingstjenester relatert til programvare for grafikk,72212322
utviklingstjenester relatert til programvare for datamaskinassistert fabrikkering (computer aided manufacturing (cam)),72212323
utviklingstjenester relatert til programvare for diagramfremstilling,72212324
utviklingstjenester relatert til programvare for formutvikling,72212325
utviklingstjenester relatert til programvare for kartlegging,72212326
utviklingstjenester relatert til digitalt kartleggingssystem,72212327
utviklingstjenester relatert til programvare for bildebehandling,72212328
utviklingstjenester relatert til tidsplanleggings- og produksjonsprogramvare,72212330
utviklingstjenester relatert til programvare for prosjektledelse,72212331
utviklingstjenester relatert til tidsplanleggingsprogramvare,72212332
utviklingstjenester relatert til programvare for kontakthåndtering,72212333
utviklingstjenester relatert til programvare til forretningsvirksomhet,72212400
utviklingstjenester relatert til programvare for skatteplanlegging og kapitalforvaltning,72212410
utviklingstjenester relatert til programvare for kapitalforvaltning,72212411
utviklingstjenester relatert til programvare for skatteplanlegging,72212412
utviklingstjenester relatert til programvarepakker og programvare for fasilitetsforvaltning,72212420
utviklingstjenester relatert til programvare for fasilitetsforvaltning,72212421
utviklingstjenester relatert til programvarepakker,72212422
utviklingstjenester relatert til programvare for lagerstyring,72212430
utviklingstjenester relatert til programvare for økonomianalyse og regnskap,72212440
utviklingstjenester relatert til programvare for økonomianalyse,72212441
utviklingstjenester relatert til programvare for finansielle systemer,72212442
utviklingstjenester relatert til programvare for regnskap,72212443
utviklingstjenester relatert til programvare for håndtering av kundekontakter,72212445
utviklingstjenester relatert til programvare for tidsregistrering og personaladministrasjon,72212450
utviklingstjenester relatert til programvare for bedriftsressursplanlegging,72212451
utviklingstjenester relatert til analytiske vitenskapelige matematiske eller prognose programmervare,72212460
utviklingstjenester relatert til analytiske eller vitenskapelige programvare,72212461
utviklingstjenester relatert til matematisk eller prognose programvare,72212462
utviklingstjenester relatert til statistisk programvarepakke,72212463
utviklingstjenester relatert til auksjonsprogramvare,72212470
utviklingstjenester relatert til programvare for salgs- markedsførings- og forretningsinnsikt,72212480
utviklingstjenester relatert til programvare for salg og markedsføring,72212481
utviklingstjenester relatert til programvare for forretningsinnsikt,72212482
utviklingstjenester relatert til programvare for innkjøp,72212490
utviklingstjenester relatert til kommunikasjons- og multimediaprogramvare,72212500
utviklingstjenester relatert til kommunikasjonsprogramvare,72212510
utviklingstjenester relatert til programvare for kommunikasjonstjenere,72212511
utviklingstjenester relatert til programvare for interaktiv talerespons,72212512
utviklingstjenester relatert til modemprogramvare,72212513
utviklingstjenester relatert til programvare for fjerntilgang,72212514
utviklingstjenester relatert til programvare for videokonferanser,72212515
utviklingstjenester relatert til programvare for datautveksling,72212516
utviklingstjenester relatert til it programvarepakke,72212517
utviklingstjenester relatert til emuleringsprogramvare,72212518
utviklingstjenester relatert til programvare for minneforvaltning,72212519
utviklingstjenester relatert til multimedia programvare,72212520
utviklingstjenester relatert til programvare for musikk- eller lydredigering,72212521
utviklingstjenester relatert til programvare for virtuelt tastatur,72212522
utviklingstjenester relatert til programvare for database og operativsystemer,72212600
utviklingstjenester relatert til programvare for databasestyring,72212610
utviklingstjenester relatert til operativsystemer til stormaskiner,72212620
utviklingstjenester relatert til operativsystemer til minidatamaskiner,72212630
utviklingstjenester relatert til operativsystemer til mikrodatamaskiner,72212640
utviklingstjenester relatert til operativsystemer til pc'er,72212650
utviklingstjenester relatert til programvare for terminalgrupper,72212660
utviklingstjenester relatert til sann-tids operativsystemer,72212670
programvare verktøy relatert til utviklingstjenester,72212700
utviklingstjenester relatert til programvare for sikkerhetskopiering og gjennopprettning,72212710
utviklingstjenester relatert til programvare for strekkoder,72212720
utviklingstjenester relatert til sikkerhetsprogramvare,72212730
utviklingstjenester relatert til filsikkerhetsprogramvare,72212731
utviklingstjenester relatert til programvare for datasikkerhet,72212732
utviklingstjenester relatert til programvare for oversettelse,72212740
utviklingstjenester relatert til programvare for lasting av lagringsmedier,72212750
utviklingstjenester relatert til programvare for virusbeskyttelse,72212760
utviklingstjenester relatert til anti-virusprogramvare,72212761
utviklingstjenester relatert til generell programvarepakke datakomprimeringsredskap og programvare for skrivere,72212770
utviklingstjenester relatert til generell programvare,72212771
utviklingstjenester relatert til programvare for skrivere,72212772
utviklingstjenester relatert til programvare for system lagrings- og innholdsstyringstyring,72212780
utviklingstjenester relatert til programvare for systemforvaltning,72212781
utviklingstjenester relatert til programvare for lagringsstyring,72212782
utviklingstjenester relatert til programvare for innholdsstyring,72212783
utviklingstjenester relatert til programvare for versjonsoppfølgning,72212790
utviklingstjenester relatert til diverse programvarepakker og computersystemer,72212900
utviklingstjenester relatert til dataspill programvare egnet for barn og skjermsparere,72212910
utviklingstjenester relatert til dataspill,72212911
utviklingstjenester relatert til kontor automasjon,72212920
utviklingstjenester relatert til trenings- og underholdningsprogramvare,72212930
utviklingstjenester relatert til treningsprogramvare,72212931
utviklingstjenester relatert til underholdningsprogramvare,72212932
utviklingstjenester relatert til programvare til mønsterdesign og kalenderfunksjon,72212940
utviklingstjenester relatert til programvare til mønsterdesign,72212941
utviklingstjenester relatert til programvare til kalenderfunksjon,72212942
utviklingstjenester relatert til driver- og systemprogramvare,72212960
utviklingstjenester relatert til programvare for printing,72212970
utviklingstjenester relatert til programvare til oppsett av adressebøker,72212971
utviklingstjenester relatert til programvare for etikettproduksjon,72212972
utviklingstjenester relatert til programmeringsspråk og verktøy,72212980
utviklingstjenester relatert til programvare for kompileringsverktøy,72212981
utviklingstjenester relatert til programvare for konfigurasjonshåndtering,72212982
utviklingstjenester relatert til programvare for programutvikling,72212983
utviklingstjenester relatert til programvare til programtestning,72212984
utviklingstjenester relatert til programvare til feilsøking,72212985
utviklingstjenester relatert til programvare for regneark og utvidet funksjonalitet,72212990
utviklingstjenester relatert til programvare for regneark,72212991
system services and technical consultancy services,72220000
konsulentvirksomhet i forbindelse med forretningsanalyser,72221000
informasjonssystemer eller teknologistrategisk gjennomsyn- og planleggingstjenester,72222000
informasjonssystemer eller -teknologistrategisk gjennomsyn,72222100
informasjonssystemer eller -teknologiplanleggstjenester,72222200
it-tjenester,72222300
gjennomgang av behov for informasjonsteknologi,72223000
konsulentvirksomhet i forbindelse med prosjektstyring,72224000
planleggingsarbeid av implementering av et system,72224100
planleggingsarbeid av kvalitetssikring av systemer,72224200
vurdering og gjennomgang av systemkvalitetssikring,72225000
konsulentvirksomhet i forbindelse med akseptanstest for basisprogrammer,72226000
konsulentvirksomhet i forbindelse med integrasjon av programvare,72227000
konsulentvirksomhet i forbindelse med integrasjon av maskinvare,72228000
development of customer-specific software,72230000
utvikling av programvare til militær anvendelse,72231000
utvikling av programvare til transaksjonsbehandling og kundetilpasset programvare,72232000
system analysis and programming,72240000
spesifikasjon av kritiske konstruksjonsmål,72241000
konstruksjonsmodellering,72242000
programmeringstjenester,72243000
utvikling av prototyper,72244000
analyse og programmering av kontraktsystem,72245000
systemrådgivning,72246000
system and support services,72250000
gjenopprettingstjenester av data etter ødeleggelser,72251000
edb-arkivering,72252000
help-desk og støttetjenester,72253000
help-desk-tjenester,72253100
systemsupport,72253200
programvaretesting,72254000
systemtesting,72254100
software-related services,72260000
programvaresupport,72261000
programvareutvikling,72262000
implementering av programvare,72263000
reproduksjon av programvare,72264000
konfigurering av programvare,72265000
konsulentvirksomhet i forbindelse med programvare,72266000
programvareutvikling for vedlikeholds- og reperasjonstjenester,72267000
vedlikehold av it-programvare,72267100
reparasjon av it-programvare,72267200
levering av programvare,72268000
computer services,72300000
data processing,72310000
tabulering av data,72311000
konvertering av data,72311100
databehandling satsvis fil (batch),72311200
tjenester relatert til tidsdelt databehandling,72311300
datainnlesing,72312000
dataforberedelse,72312100
optisk tegnlesing,72312200
datafangst,72313000
innsamling og bearbeiding av data,72314000
datanettstyring og støttevirksomhet,72315000
support av datanettverk,72315100
drift av datanettverk,72315200
dataanalyse,72316000
datalagring,72317000
dataoverføring,72318000
levering av data,72319000
database business,72320000
merverditjenester for databaser,72321000
dataadministrasjon,72322000
content or data standardization and classification services,72330000
internet services,72400000
service provider services,72410000
leverandør av internetttilgang (isp),72411000
leverandør av e-post tjenester,72412000
designtjenester for nettsider (world wide web),72413000
leverandør av søkemotor for nettsøk,72414000
drift- og vertstjenester for nettsider (world wide web),72415000
leverandør av applikasjonstjenester,72416000
internett domenenavn,72417000
internet development services,72420000
utviklingstjenester relatert til inter- eller intranettklientapplikasjoner,72421000
utviklingstjenester relatert til inter- eller intranettserverapplikasjoner,72422000
computer-related services,72500000
computer-related operational services,72510000
tjenester i forbindelse med nettverksadministrasjon,72511000
dokumenthåndteringstjenester,72512000
kontorautomatisering,72513000
drift av dataanlegg,72514000
drift av anlegg og datamaskindrift,72514100
drift av anlegg for datasystemutvikling,72514200
drift av dataanlegg i forbindelse med vedlikeholdstjenester av datasystemer,72514300
services related to upgrading computers,72540000
utvidelse av datamaskiner,72541000
utvidelse av hukommelse,72541100
professional service activities in connection with computers,72590000
utarbeidelse av serviceavtaler,72591000
support and consultancy activities in connection with it,72600000
computer support services,72610000
teknisk support i forbindelse med datamaskiner,72611000
computer network services,72700000
lan services local area network,72710000
wan services long distance networks,72720000
services in connection with computer auditing and testing of computers,72800000
computer auditing,72810000
testing of computers,72820000
tjenester i forbindelse med back-up av data og konvertering av datamaskinkatalog,72900000
back-up-service av data,72910000
konvertering av datamaskinkatalog,72920000
research and development activities and related consultancy services,73000000
forskning og eksperimentell utvikling,73100000
forskning,73110000
forskningslaboratorietjenester,73111000
havforskning,73112000
eksperimentell utvikling,73120000
konsulentvirksomhet i forbindelse med forskning og utvikling,73200000
konsulentvirksomhet i forbindelse med forskning,73210000
konsulentvirksomhet i forbindelse med utvikling,73220000
planleggingsarbeid og utførelse av forskning og utvikling,73300000
forsknings- og utviklingstjenester av sikkerhets- og forsvarsmateriale,73400000
militær forskning og teknologi,73410000
tidlig gjennomførlighetsundersøkelse og teknologisk demonstrasjon,73420000
utvikling av sikkerhetsutstyr,73421000
utvikling av våpen og ammunisjon,73422000
utvikling av militære kjøretøy,73423000
utvikling av krigsskip,73424000
utvikling av militære luftfartøy missiler og romfartøy,73425000
utvikling av militære elektroniske systemer,73426000
test og evaluering,73430000
test og evaluering av sikkerhetsutstyr,73431000
test og evaluering av skytevåpen og ammunisjon,73432000
test og evaluering av militære kjøretøy,73433000
test og evaluering av krigsskip,73434000
test og evaluering av militære luftfartøy missiler og romfartøy,73435000
test og evaluering av militære elektroniske systemer,73436000
public administration defense and social security services,75000000
offentlig forvaltning,75100000
allmenne offentlige tjenester,75110000
utøvende og lovgivende myndigheters tjenester,75111000
utøvende myndigheters tjenester,75111100
lovgivende myndigheters tjenester,75111200
administrative tjenester for virksomheter,75112000
administrative tjenester vedrørende utviklingsprosjekter,75112100
administrative byråtjenester,75120000
administrative utdanningstjenester,75121000
administrative helsetjenester,75122000
administrative boligtjenester,75123000
administrative tjenester i forbindelse med rekreasjon kultur og religion,75124000
administrative tjenester vedrørende turisme,75125000
støttetjenester for staten,75130000
statlige tjenester,75131000
allmenne personaltjenester for staten,75131100
samfunnstjenester,75200000
utenrikspolitisketjenester og andre tjenester,75210000
utenrikspolitisketjenester,75211000
diplomatitjenester,75211100
konsulattjenester,75211110
tjenester vedrørende økonomisk hjelp til utlandet,75211200
tjenester vedrørende militærhjelp til utlandet,75211300
forsvarstjenester,75220000
militære forsvarstjenester,75221000
sivilforsvarstjenester,75222000
rettstjenester,75230000
juridiske tjenester,75231000
administrative tjenester vedrørende domstoler,75231100
tjenester i tilknytning til forvaring eller rehabilitering av kriminelle,75231200
tjenester i forbindelse med fengsling,75231210
fangeledsagelse,75231220
fengselstjenester,75231230
tilsynsvergetjenester,75231240
tjenester vedrørende allmenn sikkerhet lov og orden,75240000
tjenester i forbindelse med allmenn sikkerhet,75241000
polititjenester,75241100
tjenester i forbindelse med allmenn lov og orden,75242000
tjenester i forbindelse med allmenn orden,75242100
utpantingstjenster,75242110
brannvesen og redningstjenester,75250000
tjenester utført av brannvesenet,75251000
brannbekjempelse,75251100
brannforebygging,75251110
bekjempelse av skogbranner,75251120
redningstjenester,75252000
obligatorisk trygdetjenester,75300000
bidragstjenester,75310000
sykebidrag,75311000
bidrag i forbindelse med svangerskap og fødsel,75312000
uføretrygd,75313000
bidrag ved midlertidig uførhet,75313100
arbeidsledighetstrygd,75314000
pensjonsordninger for statlige ansatte,75320000
familiebidrag,75330000
barnebidrag,75340000
services in connection with the oil and gas industry,76000000
fagtjenester knyttet til gassindustrien,76100000
tjenester i forbindelse med gassutvinning,76110000
tjenester knyttet til omdanning til gass,76111000
dykking i forbindelse med gassutvinning,76120000
undervanns brønndykkertjenester,76121000
fagtjenester til oljeindustrien,76200000
tjenester i forbindelse med oljeutvinning,76210000
tjenester i forbindelse med oppheng av fôringsrør,76211000
tjenesteytelser i forbindelse med foring av rør,76211100
testtjenester for sjaktforing,76211110
brønnbeliggenhet og sjaktforingstjenester,76211120
registreringstjenester av boreslam,76211200
boretjenster,76300000
boring i forbindelse med gassutvinning,76310000
offshoreboring,76320000
turbinboring,76330000
spiralrullet turbinboretjenester,76331000
kjerneboring,76340000
posisjonering av boreplattformer,76400000
brønnforing og rørlegging,76410000
brønnforing,76411000
mannskapstjenester for borerør,76411100
planleggingstjenester for borerør,76411200
tjenester for fresing av borerør,76411300
tjenester for ferdiggjøring av borerør,76411400
sementering av brønner,76420000
foringssementeringstjenester,76421000
pluggsementeringstjenester,76422000
skumsementeringstjenester,76423000
brønnboring- og produksjonstjenester,76430000
brønnboringstjenester,76431000
brønnboringskontrolltjenester,76431100
brønnborings pickup-tjenester,76431200
brønnborings laydown-tjenester,76431300
rottehull (rathole) brønnboringstjenester,76431400
overoppsynstjenester av brønnboring,76431500
kontrollørtjenester på brønnboringsrigg,76431600
registrering av brønn-data,76440000
loggingstjenester for fôret borehull,76441000
loggingstjenester for åpent hull,76442000
andre loggingstjenester,76443000
forvaltning av brønner,76450000
støttetjenester i forbindelse med brønner,76460000
testing av brønner,76470000
tjenester relatert til testing av brønnsprekker/brudd,76471000
tjenester relatert til brønninspeksjon/testing,76472000
tjenester relatert til testing av brønnutstyr,76473000
rørlegging,76480000
ferdigstilling av brønner,76490000
plugging av brønner,76491000
posisjonering av brønner,76492000
onshore- og offshoreaktiviteter,76500000
onshoreaktiviteter,76510000
offshoreaktiviteter,76520000
tjenester i forbindelse med offshoreanlegg,76521000
tjenester utført av offshore forsyningsfartøyer,76522000
borehullstjenester,76530000
borehullregistreringstjenester,76531000
borehullspumpingstjenester,76532000
